From	To
P51957	P51957
Q16384	Q16384
P43146	P43146
O15054	O15054
Q6NW29	Q6NW29
Q13093	Q13093
Q9Y5T5	Q9Y5T5
Q9NQ32	Q9NQ32
Q155Q3	Q155Q3
Q86TS9	Q86TS9
Q16394	Q16394
Q9NP56	Q9NP56
P23975	P23975
Q8WTR2	Q8WTR2
P51674	P51674
Q96PR1	Q96PR1
Q96NB2	Q96NB2
P21854	P21854
Q8TAA9	Q8TAA9
Q9BVM2	Q9BVM2
Q9UNF0	Q9UNF0
P41181	P41181
A0A0C4DFX9	A0A0C4DFX9
O15371	O15371
Q96PD7	Q96PD7
P49755	P49755
Q9NTJ3	Q9NTJ3
Q8N6D5	Q8N6D5
O95478	O95478
Q6P2P2	Q6P2P2
Q15796	Q15796
Q9H611	Q9H611
Q9UJY5	Q9UJY5
Q9BXS9	Q9BXS9
Q16570	Q16570
Q5MJ09	Q5MJ09
P51587	P51587
P06756	P06756
Q9NUR3	Q9NUR3
P16860	P16860
P50224	P0DMN0
P50224	P0DMM9
Q8IY92	Q8IY92
F5H8B4	F5H8B4
Q7Z3E2	Q7Z3E2
Q9H7E2	Q9H7E2
Q8NBJ5	Q8NBJ5
P16471	P16471
B0FTY2	B0FTY2
Q9Y450	Q9Y450
Q9UJV8	Q9UJV8
Q96CN7	Q96CN7
O95813	O95813
Q8NHW3	Q8NHW3
O75829	O75829
A2RRG2	A2RRG2
Q9H5N1	Q9H5N1
Q8TEX9	Q8TEX9
Q6NUN9	Q6NUN9
O95279	O95279
Q6NXP2	Q6NXP2
Q6UXS9	Q6UXS9
Q8N5T2	Q8N5T2
Q96P65	Q96P65
Q9Y5G9	Q9Y5G9
Q58FG0	Q58FG0
Q86V40	Q86V40
Q9BYX2	Q9BYX2
Q9NRM7	Q9NRM7
Q9Y5Z9	Q9Y5Z9
Q13237	Q13237
B7ZB44	B7ZB44
Q5JTC6	Q5JTC6
O95672	O95672
Q13843	Q4VC05
Q01974	Q01974
Q9Y485	Q9Y485
Q96ID7	Q96ID7
I6L9D0	I6L9D0
Q96D42	Q96D42
Q06495	Q06495
Q6UY11	Q6UY11
Q53FA3	Q53FA3
P04920	P04920
P15515	P15515
O75431	O75431
Q6UXX9	Q6UXX9
Q8WWE8	Q8WWE8
Q9BZL6	Q9BZL6
P11926	P11926
Q5JT82	Q5JT82
Q6PJR7	Q6PJR7
Q63HK5	Q63HK5
X6R3R3	X6R3R3
Q13395	Q13395
Q9NVU0	Q9NVU0
Q9NVR2	Q9NVR2
Q9HAF1	Q9HAF1
Q9BXU1	Q9BXU1
P04424	P04424
Q96IR7	Q96IR7
A8MUZ8	A8MUZ8
E9PH98	E9PH98
Q9UHI5	Q9UHI5
P07101	P07101
A0PK00	A0PK00
Q9NW13	Q9NW13
A1A4G5	A1A4G5
Q8N9B8	Q8N9B8
P62191	P62191
Q96T88	Q96T88
Q92963	Q92963
Q8TB46	Q8TB46
O43561	O43561
Q7RTS6	Q7RTS6
O75569	O75569
Q9BSH5	Q9BSH5
J3KT76	J3KT76
P09488	P09488
Q6FHM2	Q6FHM2
Q86XP3	Q86XP3
Q96SA4	Q96SA4
P49758	P49758
Q08722	Q08722
P06307	P06307
A8MZA0	A8MZA0
Q8NA75	Q8NA75
Q9P2M4	Q9P2M4
Q12926	Q12926
Q8N8A6	Q8N8A6
Q9Y4P3	Q9Y4P3
J3KN16	J3KN16
Q6P5X5	Q6P5X5
O15335	O15335
Q9H1C4	Q9H1C4
Q8NF17	Q8NF17
Q9NQW7	Q9NQW7
Q96AY2	Q96AY2
O95352	O95352
O00512	O00512
O43196	O43196
P30499	P10321
Q96KC8	Q96KC8
O95178	O95178
P29966	P29966
Q13772	Q13772
Q8IX85	Q8IX85
O75791	O75791
Q53G59	Q53G59
O95905	O95905
Q9BSF0	Q9BSF0
Q8TAA1	Q8TAA1
P0CW20	P0CW20
Q15070	Q15070
P04040	P04040
C9JR72	C9JR72
B4DR88	B4DR88
P84550	P84550
O43301	O43301
Q9NPG2	Q9NPG2
Q96FF9	Q96FF9
Q7Z5D8	Q7Z5D8
Q8IWL8	Q8IWL8
Q9H4B6	Q9H4B6
E7ETZ0	Q96HY3
Q8IXI2	Q8IXI2
P13349	P13349
P49810	P49810
Q99712	Q99712
A0JLT2	A0JLT2
P51452	P51452
Q6PK18	Q6PK18
Q99614	Q99614
Q13129	Q13129
Q7Z3D6	Q7Z3D6
B1AKQ8	B1AKQ8
Q8TCT6	Q8TCT6
O75475	O75475
P26572	P26572
P46663	P46663
Q9H307	Q9H307
Q92826	Q92826
P43694	P43694
Q9H5V7	Q9H5V7
O75340	O75340
Q7RTS9	Q7RTS9
P19876	P19876
Q5VTY9	Q5VTY9
Q9NZJ5	Q9NZJ5
Q6IN84	Q6IN84
O95150	O95150
Q9Y345	Q9Y345
Q16819	Q16819
Q96CX3	Q96CX3
P30046	P30046
O14931	O14931
Q15125	Q15125
O14948	O14948
Q96MY7	Q96MY7
Q8N4W6	Q8N4W6
P21399	P21399
Q86V42	Q86V42
Q5T3J3	Q5T3J3
E5RJM6	E5RJM6
Q9HB15	Q9HB15
Q9UFC0	Q9UFC0
Q14596	Q14596
Q86VG2	Q86VG2
P47211	P47211
Q8N4E4	Q8N4E4
O15403	O15403
B3EWF7	B3EWF7
O15305	O15305
Q13516	Q13516
Q15907	Q15907
Q6B0B8	Q6B0B8
P08263	P08263
Q9C091	Q9C091
O43583	O43583
O15479	O15479
O60229	O60229
Q9H1J1	Q9H1J1
Q8N9P6	Q8N9P6
Q9P0P0	Q9P0P0
P98173	P98173
Q6NXP0	Q6NXP0
Q969T4	Q969T4
P49588	P49588
Q2TAC2	Q2TAC2
Q8NG57	Q8NG57
A6NER0	A6NER0
Q6XQN6	Q6XQN6
O15491	P61963
O15491	P61962
P49721	P49721
P62310	P62310
P15407	P15407
Q9NZV7	Q9NZV7
Q13148	Q13148
Q9UPW0	Q9UPW0
Q15109	Q15109
O15013	O15013
A0A0D2X7Z3	A0A0D2X7Z3
Q9C026	Q9C026
P41439	P41439
Q9UN70	Q9UN70
Q93009	Q93009
A6NKN8	A6NKN8
Q8N0X7	Q8N0X7
Q9ULD0	Q9ULD0
P23527	P23527
P47881	P47881
Q16543	Q16543
P13501	P13501
Q9NUD5	Q9NUD5
Q96RJ3	Q96RJ3
Q9GZV7	Q9GZV7
Q9Y221	Q9Y221
Q8WWN9	Q8WWN9
Q96PP8	Q96PP8
Q8N5W9	Q8N5W9
Q8WVL7	Q8WVL7
Q99645	Q99645
Q86UK5	Q86UK5
Q3YBA8	Q3YBA8
Q96DR8	Q96DR8
Q9Y3B3	Q9Y3B3
Q96BY9	Q96BY9
Q7LGA3	Q7LGA3
Q96IY4	Q96IY4
Q8N6U2	Q8N6U2
Q9H930	Q9H930
Q53GI3	Q53GI3
Q09472	Q09472
B4DGU4	B4DGU4
Q05397	Q05397
P0DJI8	P0DJI8
Q9NXT0	Q9NXT0
A2AJT9	A2AJT9
O75832	O75832
Q96EY5	Q96EY5
P53539	P53539
A1A4E9	A1A4E9
Q5VZK9	Q5VZK9
Q16557	Q16557
Q96PV4	Q96PV4
P05093	P05093
Q9H1U9	Q9H1U9
P81274	P81274
Q86VH4	Q86VH4
Q9BQD7	Q9BQD7
P47895	P47895
Q16762	Q16762
P48307	P48307
P11182	P11182
P47901	P47901
Q96MT4	Q96MT4
Q9GZX6	Q9GZX6
Q14392	Q14392
Q96M27	Q96M27
P17661	P17661
O14511	O14511
P10253	P10253
P47710	P47710
Q96S08	Q96S08
P48729	P48729
A0A0A0MR97	A0A0A0MR97
Q5HYL7	Q5HYL7
P01619	P01619
Q9BSA4	Q9BSA4
Q5U649	Q5U649
P15309	P15309
P35544	P62861
Q38SD2	Q38SD2
V9HWH2	V9HWH2
Q01664	Q01664
Q9BUY1	Q9BUY1
Q9C0K3	Q9C0K3
Q6PF06	Q6PF06
Q9Y5A7	Q9Y5A7
O75293	O75293
O96000	O96000
Q9UIY3	Q9UIY3
P07738	P07738
Q7Z2D9	Q7Z2D9
Q9NZ32	Q9NZ32
Q8N355	Q8N355
O95714	O95714
Q6PKB3	Q6PKB3
Q9NXW1	Q9NXW1
Q96B26	Q96B26
Q9NZN5	Q9NZN5
A1L453	A1L453
Q8WVQ1	Q8WVQ1
Q9NVX2	Q9NVX2
Q9H334	Q9H334
P30505	P10321
Q53GL6	Q53GL6
Q02386	Q02386
P43686	P43686
Q53GA4	Q53GA4
Q99865	Q99865
P98170	P98170
O60437	O60437
Q14802	Q14802
Q9UL40	Q9UL40
Q2KHR2	Q2KHR2
Q9H4Q3	Q9H4Q3
A0A0S2Z4U3	A0A0S2Z4U3
Q96BP3	Q96BP3
Q8IVF6	Q8IVF6
Q9BYZ6	Q9BYZ6
Q9P1C9	Q9P1C9
Q14774	Q14774
Q9BYQ6	Q9BYQ6
Q8NDX6	Q8NDX6
O43638	O43638
Q96MT3	Q96MT3
Q9H190	Q9H190
Q8N5Q1	Q8N5Q1
P22362	P22362
O75364	O75364
B9EG76	B9EG76
Q9UDY2	Q9UDY2
P40925	P40925
P59817	P59817
O60331	O60331
Q12830	Q12830
Q5XKR4	Q5XKR4
O95936	O95936
O95255	O95255
Q9H306	Q9H306
Q14689	Q14689
Q6DHY5	Q6DHY5
Q8TCS8	Q8TCS8
O96001	O96001
Q9NZU5	Q9NZU5
Q9H106	Q9H106
Q15825	Q15825
Q96DI7	Q96DI7
Q12770	Q12770
B1AVT0	B1AVT0
A0A0C4DGP0	A0A0C4DGP0
A2BDD9	A2BDD9
O15347	O15347
Q8NAA4	Q8NAA4
Q9H8S9	Q9H8S9
O14598	O14598
Q8NB91	Q8NB91
E9PIN3	E9PIN3
Q5T5P2	Q5T5P2
P52952	P52952
Q7Z7F0	Q7Z7F0
Q86VP6	Q86VP6
Q7Z4S6	Q7Z4S6
Q15831	Q15831
Q9Y4P9	Q9Y4P9
Q9BYR9	Q9BYR9
B4DE76	B4DE76
B7Z9L0	B7Z9L0
Q9C0C2	Q9C0C2
I7GY12	I7GY12
H0YBU6	H0YBU6
P13796	P13796
Q96GC9	Q96GC9
O43829	O43829
P48060	P48060
P62269	P62269
O75936	O75936
P01569	P01569
Q15021	Q15021
Q9BXJ3	Q9BXJ3
Q9BRR8	Q9BRR8
Q8NH73	Q8NH73
Q86UW6	Q86UW6
P12236	P12236
O14764	O14764
Q13595	Q13595
G5E9H6	G5E9H6
O43772	O43772
Q86UT6	Q86UT6
P07902	P07902
Q8IXS8	Q8IXS8
Q5W0H4	Q5W0H4
Q6GMV3	Q6GMV3
Q8N8G2	Q8N8G2
Q8TE02	Q8TE02
Q9NZU0	Q9NZU0
E9PM64	E9PM64
P49918	P49918
O43639	O43639
Q9NP85	Q9NP85
Q6TGC4	Q6TGC4
Q3SYG4	Q3SYG4
Q0D2I5	Q0D2I5
Q9P2K1	Q9P2K1
Q13158	Q13158
Q5T853	Q5T853
Q9BZM3	Q9BZM3
Q9NRX2	Q9NRX2
G3V167	G3V167
Q9NUL7	Q9NUL7
P50452	P50452
Q14653	Q14653
Q9UPN3	Q9UPN3
P30622	P30622
P11413	P11413
P01213	P01213
Q15937	Q15937
Q9NX14	Q9NX14
Q0P5P2	Q0P5P2
O43825	O43825
Q53RY4	Q53RY4
Q96HJ5	Q96HJ5
Q8IVF5	Q8IVF5
Q9Y6A5	Q9Y6A5
Q9Y3D5	Q9Y3D5
P34096	P34096
P20396	P20396
A4D1P6	A4D1P6
Q9NWL9	Q9NWL9
P23560	P23560
Q6MZQ0	Q6MZQ0
Q96HH9	Q96HH9
Q86UT5	Q86UT5
Q8NA69	Q8NA69
Q93091	Q93091
Q9GZQ3	Q9GZQ3
B4E386	B4E386
P35542	P35542
P19875	P19875
P61073	P61073
Q9Y6X0	Q9Y6X0
O14960	O14960
O43684	O43684
Q14093	Q14093
A0A087WT00	A0A087WT00
Q13287	Q13287
Q9H000	Q9H000
Q5G014	Q5G014
Q9BVT8	Q9BVT8
Q96LK8	Q96LK8
Q5FWE3	Q5FWE3
O14581	O14581
P04085	P04085
Q92819	Q92819
P51955	P51955
A2RUS2	A2RUS2
P08697	P08697
Q8TDM5	Q8TDM5
Q5TZF3	Q5TZF3
Q8IWE4	Q8IWE4
Q16799	Q16799
O14817	O14817
P53609	P53609
Q7Z5J8	Q7Z5J8
O14683	O14683
Q9Y6Q1	Q9Y6Q1
Q8N2E6	Q8N2E6
Q9Y574	Q9Y574
A0A1B0GTK8	A0A1B0GTK8
A8MUS3	A8MUS3
Q53GS7	Q53GS7
Q6ZMK1	Q6ZMK1
Q6T4P5	Q6T4P5
O14933	O14933
Q9UBI6	Q9UBI6
P17987	P17987
O60938	O60938
Q8TBP0	Q8TBP0
P20827	P20827
Q8TEA1	Q8TEA1
Q86UD0	Q86UD0
O15144	O15144
Q9NUU6	Q9NUU6
P13866	P13866
Q9HAV0	Q9HAV0
Q8N6Q8	Q8N6Q8
Q8N9N8	Q8N9N8
Q96HA7	Q96HA7
Q86YD5	Q86YD5
Q96T23	Q96T23
P23919	P23919
P0C0L4	P0C0L4
Q4L180	Q4L180
O14874	O14874
Q01453	Q01453
Q86WV2	Q86WV2
Q6NUS8	Q6NUS8
Q8N448	Q8N448
O43688	O43688
P56747	P56747
Q5VU13	P0DPA2
Q5VU13	P0DPA3
Q8N0W3	Q8N0W3
H3BQK0	H3BQK0
Q9H3H1	Q9H3H1
Q9Y2S6	Q9Y2S6
Q9NQ84	Q9NQ84
O43314	O43314
Q5ZEZ6	Q5ZEZ6
Q6ZRF8	Q6ZRF8
Q27J81	Q27J81
Q99447	Q99447
P27986	P27986
Q13886	Q13886
Q969R8	Q969R8
O95833	O95833
Q8N8L6	Q8N8L6
P19878	P19878
E9PGM9	E9PGM9
P05423	P05423
Q96LW4	Q96LW4
Q9Y3B4	Q9Y3B4
P22528	P22528
Q96EC8	Q96EC8
Q9HAT2	Q9HAT2
Q8TAM4	Q8TAM4
O00182	O00182
P54284	P54284
Q96HB5	Q96HB5
Q9Y483	Q9Y483
P05060	P05060
P08779	P08779
Q13308	Q13308
Q75MT9	Q75MT9
Q9UJ68	Q9UJ68
Q9H2H9	Q9H2H9
Q8TCA0	Q8TCA0
O14653	O14653
Q8IUI8	Q8IUI8
Q69YG0	Q69YG0
Q16621	Q16621
Q6UWZ7	Q6UWZ7
Q8N6N5	Q8N6N5
Q9NXG6	Q9NXG6
Q9Y473	Q9Y473
O94806	O94806
Q9UH62	Q9UH62
Q9UK33	Q9UK33
P48735	P48735
P48995	P48995
Q8WXF3	Q8WXF3
Q96SQ7	Q96SQ7
Q9UNP9	Q9UNP9
Q9P209	Q9P209
Q14586	Q14586
A6NC98	A6NC98
Q8TE01	Q8TE01
P47870	P47870
H3BMW4	H3BMW4
Q5BJD5	Q5BJD5
Q8NBC4	Q8NBC4
Q8WW35	Q8WW35
O43286	O43286
O14753	O14753
P15313	P15313
Q14240	Q14240
O75150	O75150
Q676U5	Q676U5
P33992	P33992
Q9H4K1	Q9H4K1
Q9UBE8	Q9UBE8
Q16385	Q16385
O15182	O15182
Q8N2U0	Q8N2U0
Q9NPJ8	Q9NPJ8
Q6UW63	Q6UW63
Q15293	Q15293
Q99909	Q99909
Q9UHW5	Q9UHW5
Q9BXW4	Q9BXW4
P43004	P43004
P28329	P28329
O15211	O15211
Q2M3L1	Q2M3L1
Q6UX40	Q6UX40
Q9Y2F9	Q9Y2F9
O60755	O60755
P68032	P68032
Q9BZS1	Q9BZS1
P98179	P98179
Q9Y2U5	Q9Y2U5
Q5VST9	Q5VST9
Q9UPP1	Q9UPP1
B2RC52	B2RC52
A2A4F6	A2A4F6
P60022	P60022
Q16094	Q16094
Q9BY11	Q9BY11
P38646	P38646
Q96DA2	Q96DA2
Q8IWE5	Q8IWE5
P05981	P05981
Q96QR3	Q96QR3
P25815	P25815
P29401	P29401
P32971	P32971
Q9UMR3	Q9UMR3
O00186	O00186
H0Y695	H0Y695
Q8TD10	Q8TD10
Q96CN5	Q96CN5
O15126	O15126
Q8WV99	Q8WV99
O95214	O95214
Q9Y2K5	Q9Y2K5
P53673	P53673
Q2NLD4	Q2NLD4
P26006	P26006
Q5SZU1	Q5SZU1
Q96NT0	Q96NT0
P29074	P29074
Q5U045	Q5U045
Q9Y314	Q9Y314
E9PJI5	E9PJI5
Q14695	Q14695
Q5U5X0	Q5U5X0
Q3SY46	Q3SY46
P29144	P29144
O94772	O94772
Q9NPL8	Q9NPL8
Q9NUV9	Q9NUV9
Q8IXU6	Q8IXU6
H0YDF6	H0YDF6
O95071	O95071
Q53SE7	Q53SE7
Q96MM6	Q96MM6
Q8IZ21	Q8IZ21
P08588	P08588
Q9BRU2	Q9BRU2
Q9NYU1	Q9NYU1
O75969	O75969
Q9BQY4	Q9BQY4
Q8N2I9	Q8N2I9
Q6IAA8	Q6IAA8
Q8WXG1	Q8WXG1
Q9NP55	Q9NP55
Q8WVM8	Q8WVM8
P53370	P53370
Q8N5Z3	Q8N5Z3
Q8TD46	Q8TD46
O60906	O60906
P40227	P40227
Q99941	Q99941
Q9NYI0	Q9NYI0
O00764	O00764
O00338	O00338
E9PJR5	Q05D60
A0A0A0MS93	A0A0A0MS93
P01602	P01602
Q96BQ1	Q96BQ1
A0A024R2Q0	A0A024R2Q0
Q5I0X4	Q5I0X4
Q8TEU7	Q8TEU7
P78345	P78345
Q9BWT6	Q9BWT6
Q9UHB4	Q9UHB4
Q8NCF5	Q8NCF5
Q5XKL5	Q5XKL5
P14902	P14902
Q96QZ7	Q96QZ7
Q9Y575	Q9Y575
P0C870	P0C870
O76038	O76038
Q9H1J5	Q9H1J5
B4DDK6	Q5SRD1
Q8N3L3	Q8N3L3
K7EKI8	K7EKI8
Q3SY77	Q3SY77
Q13469	Q13469
P41238	P41238
P06730	P06730
Q3MIN7	Q3MIN7
Q9NXF7	Q9NXF7
Q6ZN04	Q6ZN04
P52744	P52744
A0A024R4S4	A0A024R4S4
P56597	P56597
Q96SD1	Q96SD1
Q9BQC6	Q9BQC6
Q9UBN1	Q9UBN1
Q9Y4B6	Q9Y4B6
Q6PIU2	Q6PIU2
Q16633	Q16633
Q9NPF4	Q9NPF4
Q99720	Q99720
Q58A45	Q58A45
Q9BRQ5	Q9BRQ5
Q08431	Q08431
P59542	P59542
Q9UHL3	Q9UHL3
Q05329	Q05329
Q9NZ94	Q9NZ94
O95466	O95466
P31994	P31994
Q07011	Q07011
P02787	P02787
Q9NWV8	Q9NWV8
Q8TB03	Q8TB03
Q1L5Z9	Q1L5Z9
Q8IY97	Q8IY97
O15259	O15259
O14647	O14647
Q9BX70	Q9BX70
E5RHG8	E5RHG8
E2PSM9	E2PSM9
Q9NV64	Q9NV64
Q6IPE9	Q6IPE9
P06239	P06239
Q8WU90	Q8WU90
P52742	P52742
P50616	P50616
Q92854	Q92854
P27658	P27658
P43626	P43626
Q8N4L8	Q8N4L8
Q7Z601	Q7Z601
Q9Y3L3	Q9Y3L3
P22352	P22352
Q99988	Q99988
Q9UIV1	Q9UIV1
A0A0A0MQS2	A0A0A0MQS2
Q8TCT1	Q8TCT1
Q96PP4	Q96PP4
Q13505	Q13505
C9JWJ8	C9JWJ8
P01034	P01034
Q9Y2L8	Q9Y2L8
Q8N0U6	Q8N0U6
Q92995	Q92995
P28562	P28562
P24385	P24385
Q86VQ1	Q86VQ1
Q96Q83	Q96Q83
P48751	P48751
Q8WU17	Q8WU17
Q9HBG4	Q9HBG4
Q92994	Q92994
P15924	P15924
Q8TB22	Q8TB22
P25874	P25874
Q13748	P0DPH7
Q13748	P0DPH8
Q9BZC1	Q9BZC1
P62851	P62851
Q8NB12	Q8NB12
Q96AT1	Q96AT1
Q9BVE2	Q9BVE2
Q9UL52	Q9UL52
Q9BQ51	Q9BQ51
Q8TEP8	Q8TEP8
Q9Y5Z4	Q9Y5Z4
Q04760	Q04760
Q9Y6W6	Q9Y6W6
Q5VZQ5	Q5VZQ5
Q9HD45	Q9HD45
Q96NS5	Q96NS5
B0YJA4	B0YJA4
Q5TA81	Q5TA81
Q96RL6	Q96RL6
P01215	P01215
P27540	P27540
B3KPT9	B3KPT9
Q9Y3D0	Q9Y3D0
P49736	P49736
Q14209	Q14209
P57086	P57086
O00468	O00468
Q9BZQ6	Q9BZQ6
Q96MV8	Q96MV8
Q9UKG9	Q9UKG9
E9PC62	E9PC62
Q01628	Q01628
P56381	P56381
Q29974	P01911
Q969K4	Q969K4
Q9UNA3	Q9UNA3
P01833	P01833
Q9NXR1	Q9NXR1
P63104	P63104
P52292	P52292
Q9Y2K7	Q9Y2K7
P52435	P52435
A6NNL0	A6NNL0
Q8N4S1	Q8N4S1
P25786	P25786
Q96LW1	Q96LW1
H0YB98	H0YB98
Q60FE5	Q60FE5
Q92871	Q92871
P78333	P78333
Q8WVD5	Q8WVD5
Q9WJR5	Q9WJR5
Q75WM6	Q75WM6
Q86U70	Q86U70
Q8IWZ8	Q8IWZ8
Q9Y6J8	Q9Y6J8
A4QMS7	A4QMS7
O96033	O96033
Q9NVC3	Q9NVC3
Q86V15	Q86V15
E9PLD3	E9PLD3
Q9Y3B2	Q9Y3B2
P10073	P10073
Q13586	Q13586
P41279	P41279
Q9UN75	Q9UN75
P43119	P43119
Q15651	Q15651
P24723	P24723
Q8WWX9	Q8WWX9
P39059	P39059
Q96II5	Q96II5
Q13478	Q13478
Q9P1A6	Q9P1A6
Q5TB27	Q5TB27
O60749	O60749
B4DDU6	B4DDU6
P47775	P47775
Q8N987	Q8N987
Q16653	Q16653
P24386	P24386
O00139	O00139
Q96C00	Q96C00
Q96FA6	Q96FA6
Q5T5Y3	Q5T5Y3
Q9P0M2	Q9P0M2
Q9Y320	Q9Y320
Q9H422	Q9H422
O75409	O75409
A6NKD2	A6NKD2
Q13885	Q13885
Q3SXY8	Q3SXY8
P14384	P14384
Q9H4A4	Q9H4A4
P59536	P59536
Q68EA5	Q68EA5
O95379	O95379
Q15018	Q15018
Q99986	Q99986
P53708	P53708
A0A0C4ZNX8	A0A0C4ZNX8
Q9NVA1	Q9NVA1
Q9P1S2	Q9P1S2
Q15884	Q15884
Q53ET0	Q53ET0
Q53XM7	Q53XM7
Q68E01	Q68E01
Q5R372	Q5R372
A1L4K1	A1L4K1
Q86TG1	Q86TG1
Q99741	Q99741
Q9H3R0	Q9H3R0
Q5T6V7	Q5T6V7
Q9BS75	Q9BS75
Q96AG4	Q96AG4
Q15084	Q15084
Q96GA7	Q96GA7
O00299	O00299
Q12798	Q12798
Q9Y2Y0	Q9Y2Y0
Q15121	Q15121
Q7L4M3	Q7L4M3
O95977	O95977
A2RU30	A2RU30
Q5RI15	Q5RI15
Q13510	Q13510
Q96QC0	Q96QC0
Q6PF11	Q6PF11
Q6P4F7	Q6P4F7
Q14318	Q14318
P38432	P38432
Q96S99	Q96S99
P27144	P27144
V9GYM8	V9GYM8
Q15399	Q15399
Q86Z23	Q86Z23
A8K571	A8K571
O75604	O75604
Q96L21	Q96L21
O95500	O95500
Q86XP1	Q86XP1
Q9BYD5	Q9BYD5
Q14644	Q14644
Q96JK9	Q96JK9
Q8N0Z9	Q8N0Z9
Q8WY64	Q8WY64
Q8N0S6	Q8N0S6
Q96BK5	Q96BK5
J3KPF9	J3KPF9
Q8IZP2	Q8IZP2
Q6FIE9	Q6FIE9
Q9Y2Y6	Q9Y2Y6
Q7Z591	Q7Z591
Q7RTN6	Q7RTN6
Q86VX9	Q86VX9
K7EJH0	K7EJH0
B7Z5W0	B7Z5W0
Q8N423	Q8N423
Q9NXW2	Q9NXW2
Q76N89	Q76N89
Q02930	Q02930
Q8WUA2	Q8WUA2
Q06609	Q06609
Q9HBV2	Q9HBV2
Q9C029	Q9C029
A8K8V0	A8K8V0
P22001	P22001
Q13506	Q13506
P43630	P43630
Q9Y2R4	Q9Y2R4
Q9BR61	Q9BR61
Q9P003	Q9P003
Q13239	Q13239
Q8TF68	Q8TF68
Q8NDP4	Q8NDP4
Q9UFN0	Q9UFN0
Q93050	Q93050
B3KY54	B3KY54
Q86UY6	Q86UY6
Q9Y2H1	Q9Y2H1
Q1W6H9	Q1W6H9
P39880	P39880
Q9Y295	Q9Y295
O00470	O00470
Q8NG08	Q8NG08
P52655	P52655
B5MD87	B5MD87
Q9Y2D4	Q9Y2D4
Q9UL80	Q9UL80
Q9NVN8	Q9NVN8
Q9ULZ2	Q9ULZ2
O94808	O94808
P04004	P04004
A0A0C4DG60	A0A0C4DG60
Q9UBX1	Q9UBX1
Q96CP7	Q96CP7
Q92782	Q92782
P31415	P31415
Q9BU20	Q9BU20
Q5JXC2	Q5JXC2
Q9P218	Q9P218
Q9NY43	Q9NY43
Q9Y6N9	Q9Y6N9
Q9ULK0	Q9ULK0
Q6P597	Q6P597
Q6ZSZ6	Q6ZSZ6
O43402	O43402
P0C0L5	P0C0L5
Q17RP2	Q17RP2
O95947	O95947
Q14185	Q14185
Q00839	Q00839
O60481	O60481
Q9UNE0	Q9UNE0
P20142	P20142
Q7Z3T8	Q7Z3T8
Q86XE0	Q86XE0
Q6IPW1	Q6IPW1
Q9HCH0	Q9HCH0
Q9H9Y6	Q9H9Y6
P43026	P43026
Q3KPI0	Q3KPI0
O43399	O43399
Q86YL1	Q86YL1
Q9H8E5	Q9H8E5
Q53H96	Q53H96
Q7Z2X4	Q7Z2X4
Q08289	Q08289
P20823	P20823
Q9Y2E4	Q9Y2E4
Q9UHD1	Q9UHD1
A0A0G2JPH6	A0A0G2JPH6
Q96K17	Q96K17
P20248	P20248
H0YG85	H0YG85
Q8IYM0	Q8IYM0
Q7Z3L0	Q7Z3L0
Q9BSG5	Q9BSG5
O75592	O75592
P22102	P22102
Q5TA50	Q5TA50
H3BNR1	H3BNR1
Q12946	Q12946
Q03591	Q03591
Q6IA86	Q6IA86
Q05066	Q05066
Q14164	Q14164
J3KQY1	J3KQY1
Q9NTQ9	Q9NTQ9
Q9BPU9	Q9BPU9
Q9H6E5	Q9H6E5
Q9NRC8	Q9NRC8
Q6NSJ0	Q6NSJ0
P26678	P26678
O14596	O14596
O15195	O15195
P78318	P78318
Q92611	Q92611
Q8NCC5	Q8NCC5
Q76LX8	Q76LX8
A8K3Q9	A8K3Q9
Q8WXK1	Q8WXK1
A0A0C4DGJ5	A0A0C4DGJ5
O95415	O95415
Q9NX55	Q9NX55
Q05823	Q05823
O14967	O14967
Q6ZMZ0	Q6ZMZ0
Q8N594	Q8N594
Q8N9J2	Q8N9J2
Q96FT9	Q96FT9
Q96LM9	Q96LM9
Q9UQ07	Q9UQ07
Q9BTE7	Q9BTE7
Q96D70	Q96D70
Q9BT43	Q9BT43
O14558	O14558
P55196	P55196
Q9Y5E6	Q9Y5E6
Q13838	Q13838
Q76I76	Q76I76
P19957	P19957
P08590	P08590
Q9Y6F8	Q9Y6F8
Q9BTE0	Q9BTE0
Q9H0A6	Q9H0A6
Q8TAF7	Q8TAF7
Q14738	Q14738
P62760	P62760
Q16629	Q16629
Q86WI3	Q86WI3
Q2M3G4	Q2M3G4
A1L167	A1L167
P28347	P28347
Q9UNF1	Q9UNF1
Q8TEM1	Q8TEM1
Q9BVL2	Q9BVL2
Q6ZU52	Q6ZU52
Q99470	Q99470
Q3KQV9	Q3KQV9
P36508	P36508
A8MVX0	A8MVX0
Q53G44	Q53G44
P60484	P60484
Q53SZ7	Q53SZ7
G3V5R9	G3V5R9
Q12864	Q12864
Q6P1M9	Q6P1M9
Q9NVQ0	Q8IX12
Q86X59	Q86X59
P02655	P02655
P13473	P13473
Q9UJU2	Q9UJU2
P48029	P48029
Q9NP91	Q9NP91
Q8NC74	Q8NC74
Q9H6R4	Q9H6R4
O60610	O60610
Q9NQR4	Q9NQR4
Q8TEV9	Q8TEV9
P12104	P12104
Q9BY71	Q9BY71
P62899	P62899
